Geo Point;Geo Shape;TYP
47.4326134669,9.37821065243;"{""type"": ""Point"", ""coordinates"": [9.378210652434927, 47.432613466876866]}";Kandelaberleuchte
47.4326883887,9.37933968671;"{""type"": ""Point"", ""coordinates"": [9.379339686705945, 47.43268838868938]}";Kandelaberleuchte
47.4327530084,9.37816933146;"{""type"": ""Point"", ""coordinates"": [9.378169331460091, 47.43275300840806]}";Kandelaberleuchte
47.4316653592,9.37710880461;"{""type"": ""Point"", ""coordinates"": [9.377108804611403, 47.43166535917267]}";Kandelaberleuchte
47.4312268895,9.37659913346;"{""type"": ""Point"", ""coordinates"": [9.37659913346416, 47.43122688949888]}";Kandelaberleuchte
47.4310166005,9.37623781486;"{""type"": ""Point"", ""coordinates"": [9.376237814862026, 47.43101660050026]}";Kandelaberleuchte
47.4266806259,9.37951631114;"{""type"": ""Point"", ""coordinates"": [9.379516311139733, 47.426680625903494]}";Kandelaberleuchte
47.4286248698,9.38359130563;"{""type"": ""Point"", ""coordinates"": [9.383591305629038, 47.428624869828276]}";Kandelaberleuchte
47.4287089167,9.38391161668;"{""type"": ""Point"", ""coordinates"": [9.383911616681443, 47.42870891669375]}";Kandelaberleuchte
47.415467433,9.36631743459;"{""type"": ""Point"", ""coordinates"": [9.36631743459335, 47.41546743299888]}";Kandelaberleuchte
47.4148088599,9.36394232388;"{""type"": ""Point"", ""coordinates"": [9.363942323876802, 47.41480885987246]}";Kandelaberleuchte
47.4148980056,9.3630228177;"{""type"": ""Point"", ""coordinates"": [9.36302281769995, 47.41489800560707]}";Kandelaberleuchte
47.4137667795,9.36473711226;"{""type"": ""Point"", ""coordinates"": [9.364737112264, 47.41376677954986]}";Kandelaberleuchte
47.4145222994,9.36530530927;"{""type"": ""Point"", ""coordinates"": [9.36530530927029, 47.41452229936233]}";Kandelaberleuchte
47.4139219757,9.36652648189;"{""type"": ""Point"", ""coordinates"": [9.366526481890878, 47.41392197571113]}";Kandelaberleuchte
47.4144190352,9.36616614683;"{""type"": ""Point"", ""coordinates"": [9.36616614682932, 47.41441903518088]}";Kandelaberleuchte
47.4129295688,9.36448725601;"{""type"": ""Point"", ""coordinates"": [9.36448725600742, 47.41292956875855]}";Kandelaberleuchte
47.4132606563,9.36227321031;"{""type"": ""Point"", ""coordinates"": [9.362273210312358, 47.41326065634289]}";Kandelaberleuchte
47.4122274985,9.36722575056;"{""type"": ""Point"", ""coordinates"": [9.367225750556099, 47.41222749848748]}";Kandelaberleuchte
47.4125788476,9.36564236549;"{""type"": ""Point"", ""coordinates"": [9.36564236549008, 47.41257884763485]}";Beleuchtungsmast
47.4127338063,9.36679122788;"{""type"": ""Point"", ""coordinates"": [9.366791227882109, 47.41273380633873]}";Kandelaberleuchte
47.4288692779,9.37356203396;"{""type"": ""Point"", ""coordinates"": [9.373562033961068, 47.4288692779365]}";Kandelaberleuchte
47.4281623434,9.37214763368;"{""type"": ""Point"", ""coordinates"": [9.372147633678908, 47.42816234337036]}";Kandelaberleuchte
47.4279543198,9.3721271369;"{""type"": ""Point"", ""coordinates"": [9.37212713689977, 47.4279543197638]}";Kandelaberleuchte
47.4277004643,9.37180558821;"{""type"": ""Point"", ""coordinates"": [9.371805588205746, 47.42770046434231]}";Kandelaberleuchte
47.4274982167,9.37368009544;"{""type"": ""Point"", ""coordinates"": [9.373680095440934, 47.42749821666089]}";Kandelaberleuchte
47.4234730962,9.39506255095;"{""type"": ""Point"", ""coordinates"": [9.395062550951465, 47.42347309622701]}";Kandelaberleuchte
47.4167648109,9.39861096469;"{""type"": ""Point"", ""coordinates"": [9.398610964692269, 47.416764810910834]}";Kandelaberleuchte
47.4236798427,9.39545326056;"{""type"": ""Point"", ""coordinates"": [9.395453260558162, 47.42367984273729]}";Kandelaberleuchte
47.4198061426,9.38409251375;"{""type"": ""Point"", ""coordinates"": [9.384092513750385, 47.41980614257602]}";Kandelaberleuchte
47.4195422282,9.38375151292;"{""type"": ""Point"", ""coordinates"": [9.383751512919119, 47.41954222819606]}";Kandelaberleuchte
47.4064778312,9.30619810869;"{""type"": ""Point"", ""coordinates"": [9.30619810868876, 47.406477831242775]}";Kandelaberleuchte
47.4033215314,9.30412352061;"{""type"": ""Point"", ""coordinates"": [9.304123520612615, 47.40332153144891]}";Kandelaberleuchte
47.4059681772,9.30511976038;"{""type"": ""Point"", ""coordinates"": [9.305119760375455, 47.40596817718608]}";Kandelaberleuchte
47.404891704,9.30888085314;"{""type"": ""Point"", ""coordinates"": [9.308880853138868, 47.40489170399182]}";Kandelaberleuchte
47.4040369553,9.30660917231;"{""type"": ""Point"", ""coordinates"": [9.306609172305965, 47.404036955336]}";Kandelaberleuchte
47.4068588592,9.30522670609;"{""type"": ""Point"", ""coordinates"": [9.305226706086135, 47.40685885915983]}";Kandelaberleuchte
47.406581473,9.30513870078;"{""type"": ""Point"", ""coordinates"": [9.305138700783505, 47.40658147303518]}";Kandelaberleuchte
47.4195458022,9.38314784211;"{""type"": ""Point"", ""coordinates"": [9.383147842114656, 47.419545802190044]}";Kandelaberleuchte
47.441269586,9.39353765588;"{""type"": ""Point"", ""coordinates"": [9.393537655882385, 47.44126958596492]}";Kandelaberleuchte
47.437711647,9.39114162359;"{""type"": ""Point"", ""coordinates"": [9.391141623594262, 47.43771164699447]}";Kandelaberleuchte
47.4379389759,9.39080995507;"{""type"": ""Point"", ""coordinates"": [9.39080995507154, 47.43793897592779]}";Kandelaberleuchte
47.4381395997,9.39051087854;"{""type"": ""Point"", ""coordinates"": [9.390510878542841, 47.43813959967494]}";Kandelaberleuchte
47.4380757038,9.39031054332;"{""type"": ""Point"", ""coordinates"": [9.39031054331605, 47.438075703763396]}";Kandelaberleuchte
47.4390941571,9.3927059177;"{""type"": ""Point"", ""coordinates"": [9.392705917695764, 47.43909415713988]}";Kandelaberleuchte
47.4411359514,9.40272097277;"{""type"": ""Point"", ""coordinates"": [9.40272097276671, 47.44113595141124]}";Kandelaberleuchte
47.4271815035,9.38099996214;"{""type"": ""Point"", ""coordinates"": [9.38099996213819, 47.4271815035101]}";Kandelaberleuchte
47.4261977352,9.3806481357;"{""type"": ""Point"", ""coordinates"": [9.380648135697635, 47.426197735198954]}";Kandelaberleuchte
47.4260386179,9.38054046011;"{""type"": ""Point"", ""coordinates"": [9.380540460111373, 47.42603861790583]}";Kandelaberleuchte
47.425796484,9.3803477732;"{""type"": ""Point"", ""coordinates"": [9.380347773202564, 47.425796484043424]}";Kandelaberleuchte
47.4310194058,9.37379536529;"{""type"": ""Point"", ""coordinates"": [9.373795365285648, 47.43101940584087]}";Kandelaberleuchte
47.4319700985,9.37407179695;"{""type"": ""Point"", ""coordinates"": [9.374071796951702, 47.43197009851808]}";Kandelaberleuchte
47.4342795495,9.39020960055;"{""type"": ""Point"", ""coordinates"": [9.390209600553634, 47.434279549507465]}";Kandelaberleuchte
47.4337712406,9.39071014423;"{""type"": ""Point"", ""coordinates"": [9.390710144231644, 47.433771240614405]}";Kandelaberleuchte
47.4346305855,9.38961233465;"{""type"": ""Point"", ""coordinates"": [9.389612334649174, 47.43463058547403]}";Kandelaberleuchte
47.431946296,9.38728147226;"{""type"": ""Point"", ""coordinates"": [9.387281472259737, 47.43194629595658]}";Kandelaberleuchte
47.432601001,9.39020345583;"{""type"": ""Point"", ""coordinates"": [9.390203455826107, 47.43260100102762]}";Kandelaberleuchte
47.4332700954,9.39094786409;"{""type"": ""Point"", ""coordinates"": [9.39094786408976, 47.43327009538096]}";Kandelaberleuchte
47.4315970173,9.39326100065;"{""type"": ""Point"", ""coordinates"": [9.393261000652279, 47.431597017280524]}";Kandelaberleuchte
47.4320392414,9.39223177374;"{""type"": ""Point"", ""coordinates"": [9.392231773739754, 47.432039241364244]}";Kandelaberleuchte
47.4320519684,9.39257792867;"{""type"": ""Point"", ""coordinates"": [9.392577928674704, 47.432051968361876]}";Kandelaberleuchte
47.4326717178,9.39364205467;"{""type"": ""Point"", ""coordinates"": [9.393642054674, 47.43267171779141]}";Kandelaberleuchte
47.4337805386,9.39586628054;"{""type"": ""Point"", ""coordinates"": [9.395866280542801, 47.433780538569]}";Kandelaberleuchte
47.4338984091,9.39627044053;"{""type"": ""Point"", ""coordinates"": [9.396270440525909, 47.43389840914741]}";Kandelaberleuchte
47.433490147,9.39485381797;"{""type"": ""Point"", ""coordinates"": [9.394853817968558, 47.433490146963095]}";Kandelaberleuchte
47.4327262427,9.39536819589;"{""type"": ""Point"", ""coordinates"": [9.395368195885368, 47.43272624272751]}";Kandelaberleuchte
47.4341866502,9.39372109833;"{""type"": ""Point"", ""coordinates"": [9.393721098327168, 47.43418665019599]}";Kandelaberleuchte
47.4339133362,9.39281867175;"{""type"": ""Point"", ""coordinates"": [9.392818671750463, 47.43391333616968]}";Kandelaberleuchte
47.4334495466,9.3919245242;"{""type"": ""Point"", ""coordinates"": [9.391924524198664, 47.433449546579524]}";Kandelaberleuchte
47.4249624521,9.36752054604;"{""type"": ""Point"", ""coordinates"": [9.367520546035635, 47.42496245209298]}";Kandelaberleuchte
47.4301845698,9.37553434014;"{""type"": ""Point"", ""coordinates"": [9.37553434014003, 47.43018456979316]}";Kandelaberleuchte
47.4303958724,9.37402442563;"{""type"": ""Point"", ""coordinates"": [9.374024425626482, 47.430395872441494]}";Kandelaberleuchte
47.4276408665,9.37653919595;"{""type"": ""Point"", ""coordinates"": [9.376539195949475, 47.42764086647751]}";Wandleuchte
47.4302409436,9.37338462791;"{""type"": ""Point"", ""coordinates"": [9.373384627905134, 47.43024094357187]}";Kandelaberleuchte
47.4294211095,9.37378868664;"{""type"": ""Point"", ""coordinates"": [9.373788686638994, 47.429421109467675]}";Kandelaberleuchte
47.4095422962,9.33481556056;"{""type"": ""Point"", ""coordinates"": [9.334815560559663, 47.40954229616709]}";Kandelaberleuchte
47.4235727181,9.37818349175;"{""type"": ""Point"", ""coordinates"": [9.378183491750402, 47.42357271806936]}";Kandelaberleuchte
47.4319616494,9.39826629455;"{""type"": ""Point"", ""coordinates"": [9.398266294550677, 47.43196164941673]}";Kandelaberleuchte
47.4408631851,9.39468037128;"{""type"": ""Point"", ""coordinates"": [9.39468037127692, 47.44086318506881]}";Kandelaberleuchte
47.4168802307,9.38585878903;"{""type"": ""Point"", ""coordinates"": [9.385858789033158, 47.41688023070118]}";Kandelaberleuchte
47.4361450964,9.39875414575;"{""type"": ""Point"", ""coordinates"": [9.398754145751294, 47.4361450963824]}";Kandelaberleuchte
47.4167656442,9.39117660031;"{""type"": ""Point"", ""coordinates"": [9.391176600308437, 47.41676564424334]}";Kandelaberleuchte
47.4243443002,9.38694494628;"{""type"": ""Point"", ""coordinates"": [9.386944946275765, 47.42434430023725]}";Kandelaberleuchte
47.437869664,9.39382349126;"{""type"": ""Point"", ""coordinates"": [9.393823491260479, 47.437869664007735]}";Kandelaberleuchte
47.4376941833,9.39369191879;"{""type"": ""Point"", ""coordinates"": [9.39369191878955, 47.43769418327465]}";Kandelaberleuchte
47.4375102455,9.39360345122;"{""type"": ""Point"", ""coordinates"": [9.393603451217707, 47.43751024550968]}";Kandelaberleuchte
47.4369005069,9.39599658973;"{""type"": ""Point"", ""coordinates"": [9.39599658972969, 47.43690050693506]}";Kandelaberleuchte
47.4374144111,9.3959639768;"{""type"": ""Point"", ""coordinates"": [9.39596397680324, 47.43741441110571]}";Kandelaberleuchte
47.4372253549,9.40226158082;"{""type"": ""Point"", ""coordinates"": [9.402261580820435, 47.43722535490821]}";Kandelaberleuchte
47.4094512555,9.30321820048;"{""type"": ""Point"", ""coordinates"": [9.303218200475463, 47.40945125545065]}";Kandelaberleuchte
47.4097041733,9.30213677132;"{""type"": ""Point"", ""coordinates"": [9.302136771315354, 47.40970417330584]}";Kandelaberleuchte
47.4109205906,9.30213547806;"{""type"": ""Point"", ""coordinates"": [9.302135478059158, 47.410920590558696]}";Kandelaberleuchte
47.4106699206,9.30355928992;"{""type"": ""Point"", ""coordinates"": [9.30355928991888, 47.41066992060359]}";Kandelaberleuchte
47.4221267524,9.36454825905;"{""type"": ""Point"", ""coordinates"": [9.364548259052716, 47.4221267524286]}";Kandelaberleuchte
47.4222579671,9.36485563731;"{""type"": ""Point"", ""coordinates"": [9.364855637305503, 47.4222579671101]}";Kandelaberleuchte
47.4297129733,9.38483305843;"{""type"": ""Point"", ""coordinates"": [9.384833058432049, 47.42971297325635]}";Kandelaberleuchte
47.428792406,9.37518984927;"{""type"": ""Point"", ""coordinates"": [9.375189849267764, 47.428792406001904]}";Kandelaberleuchte
47.4364736612,9.37202174917;"{""type"": ""Point"", ""coordinates"": [9.372021749168898, 47.43647366124751]}";Kandelaberleuchte
47.4367365016,9.37230527753;"{""type"": ""Point"", ""coordinates"": [9.37230527753143, 47.43673650160542]}";Kandelaberleuchte
47.4369993047,9.37241889238;"{""type"": ""Point"", ""coordinates"": [9.372418892380134, 47.436999304689195]}";Kandelaberleuchte
47.4374440443,9.37370484023;"{""type"": ""Point"", ""coordinates"": [9.373704840229529, 47.437444044310865]}";Kandelaberleuchte
47.4373833835,9.37203131787;"{""type"": ""Point"", ""coordinates"": [9.372031317873468, 47.43738338350499]}";Kandelaberleuchte
47.4372969287,9.37437223256;"{""type"": ""Point"", ""coordinates"": [9.374372232559054, 47.43729692873868]}";Kandelaberleuchte
47.4370257596,9.37493767237;"{""type"": ""Point"", ""coordinates"": [9.374937672372631, 47.43702575962725]}";Kandelaberleuchte
47.4367604827,9.37560362079;"{""type"": ""Point"", ""coordinates"": [9.375603620790312, 47.43676048272954]}";Kandelaberleuchte
47.4363638634,9.37518692845;"{""type"": ""Point"", ""coordinates"": [9.375186928451802, 47.43636386342501]}";Kandelaberleuchte
47.4362009294,9.37498954769;"{""type"": ""Point"", ""coordinates"": [9.374989547687582, 47.43620092943692]}";Kandelaberleuchte
47.4362461154,9.37444288526;"{""type"": ""Point"", ""coordinates"": [9.374442885262159, 47.436246115362835]}";Kandelaberleuchte
47.4365962908,9.37602109076;"{""type"": ""Point"", ""coordinates"": [9.376021090764548, 47.4365962907571]}";Kandelaberleuchte
47.43143814,9.37551141586;"{""type"": ""Point"", ""coordinates"": [9.37551141585851, 47.4314381400214]}";Kandelaberleuchte
47.4315204919,9.38649636641;"{""type"": ""Point"", ""coordinates"": [9.386496366412855, 47.431520491948426]}";Kandelaberleuchte
47.4341314493,9.38836891388;"{""type"": ""Point"", ""coordinates"": [9.388368913880898, 47.4341314492555]}";Kandelaberleuchte
47.4343399381,9.38866728074;"{""type"": ""Point"", ""coordinates"": [9.388667280740476, 47.43433993813867]}";Kandelaberleuchte
47.4353804623,9.38828420063;"{""type"": ""Point"", ""coordinates"": [9.388284200628906, 47.43538046233222]}";Kandelaberleuchte
47.4362226436,9.38931687421;"{""type"": ""Point"", ""coordinates"": [9.389316874207694, 47.43622264363188]}";Kandelaberleuchte
47.4349224984,9.3896725081;"{""type"": ""Point"", ""coordinates"": [9.38967250810356, 47.43492249844712]}";Kandelaberleuchte
47.434961244,9.38993230669;"{""type"": ""Point"", ""coordinates"": [9.389932306685145, 47.434961244044146]}";Inselpfosten
47.4351243141,9.38990500444;"{""type"": ""Point"", ""coordinates"": [9.389905004440354, 47.43512431410359]}";Kandelaberleuchte
47.4051340502,9.30576322737;"{""type"": ""Point"", ""coordinates"": [9.305763227367422, 47.4051340501667]}";Kandelaberleuchte
47.4038128116,9.30498706958;"{""type"": ""Point"", ""coordinates"": [9.30498706957532, 47.403812811631305]}";Kandelaberleuchte
47.4054546623,9.30571669105;"{""type"": ""Point"", ""coordinates"": [9.30571669105036, 47.405454662267935]}";Kandelaberleuchte
47.4039768282,9.30366023621;"{""type"": ""Point"", ""coordinates"": [9.303660236208142, 47.403976828199205]}";Kandelaberleuchte
47.4049467265,9.30363407093;"{""type"": ""Point"", ""coordinates"": [9.303634070934821, 47.4049467265362]}";Kandelaberleuchte
47.4053765722,9.30414831401;"{""type"": ""Point"", ""coordinates"": [9.304148314013633, 47.40537657224359]}";Kandelaberleuchte
47.4052956501,9.30670091642;"{""type"": ""Point"", ""coordinates"": [9.30670091642218, 47.405295650063636]}";Kandelaberleuchte
47.4049758704,9.30798410059;"{""type"": ""Point"", ""coordinates"": [9.307984100587248, 47.404975870444346]}";Kandelaberleuchte
47.4183817306,9.38493923378;"{""type"": ""Point"", ""coordinates"": [9.38493923377737, 47.41838173062335]}";Kandelaberleuchte
47.4185325655,9.38515703638;"{""type"": ""Point"", ""coordinates"": [9.385157036381102, 47.41853256547508]}";Kandelaberleuchte
47.4182281553,9.38428843443;"{""type"": ""Point"", ""coordinates"": [9.38428843443085, 47.41822815526791]}";Kandelaberleuchte
47.4177796337,9.38511375734;"{""type"": ""Point"", ""coordinates"": [9.385113757343206, 47.41777963368851]}";Kandelaberleuchte
47.407514591,9.33440567238;"{""type"": ""Point"", ""coordinates"": [9.334405672376931, 47.407514590964844]}";Kandelaberleuchte
47.4097845451,9.33667017052;"{""type"": ""Point"", ""coordinates"": [9.336670170519145, 47.40978454512747]}";Kandelaberleuchte
47.4310210139,9.39702111051;"{""type"": ""Point"", ""coordinates"": [9.397021110511352, 47.43102101387739]}";Kandelaberleuchte
47.4311742993,9.39786115156;"{""type"": ""Point"", ""coordinates"": [9.397861151562378, 47.431174299299805]}";Kandelaberleuchte
47.433523843,9.39725022401;"{""type"": ""Point"", ""coordinates"": [9.397250224008483, 47.43352384302044]}";Kandelaberleuchte
47.4335844178,9.3981107586;"{""type"": ""Point"", ""coordinates"": [9.398110758595951, 47.43358441779529]}";Kandelaberleuchte
47.4324445068,9.39928679235;"{""type"": ""Point"", ""coordinates"": [9.399286792349884, 47.432444506804465]}";Kandelaberleuchte
47.4324240715,9.39955058465;"{""type"": ""Point"", ""coordinates"": [9.399550584653383, 47.4324240715313]}";Kandelaberleuchte
47.4326913072,9.39927261585;"{""type"": ""Point"", ""coordinates"": [9.399272615853242, 47.43269130720701]}";Kandelaberleuchte
47.4223681,9.3779793665;"{""type"": ""Point"", ""coordinates"": [9.377979366503022, 47.4223680999541]}";Kandelaberleuchte
47.4401907854,9.38839620435;"{""type"": ""Point"", ""coordinates"": [9.388396204348489, 47.44019078539426]}";Kandelaberleuchte
47.4419574414,9.38872464521;"{""type"": ""Point"", ""coordinates"": [9.388724645207487, 47.44195744141769]}";Kandelaberleuchte
47.428191674,9.38350721001;"{""type"": ""Point"", ""coordinates"": [9.383507210007707, 47.42819167401118]}";Kandelaberleuchte
47.4273988807,9.3830077354;"{""type"": ""Point"", ""coordinates"": [9.383007735403789, 47.427398880735346]}";Kandelaberleuchte
47.4152452298,9.38771098648;"{""type"": ""Point"", ""coordinates"": [9.387710986477849, 47.41524522980024]}";Kandelaberleuchte
47.4084172741,9.33089606123;"{""type"": ""Point"", ""coordinates"": [9.330896061226037, 47.408417274142394]}";Kandelaberleuchte
47.4133925539,9.36353817145;"{""type"": ""Point"", ""coordinates"": [9.363538171445631, 47.41339255391258]}";Beleuchtungsmast
47.4025412984,9.32747678459;"{""type"": ""Point"", ""coordinates"": [9.32747678458924, 47.40254129840151]}";Kandelaberleuchte
47.4030281442,9.32795796073;"{""type"": ""Point"", ""coordinates"": [9.327957960731698, 47.40302814415943]}";Kandelaberleuchte
47.4040023868,9.32768893145;"{""type"": ""Point"", ""coordinates"": [9.327688931450867, 47.40400238683238]}";Kandelaberleuchte
47.4040187393,9.32620635409;"{""type"": ""Point"", ""coordinates"": [9.326206354087939, 47.40401873934857]}";Kandelaberleuchte
47.4050208334,9.32788734687;"{""type"": ""Point"", ""coordinates"": [9.327887346869025, 47.405020833411406]}";Kandelaberleuchte
47.4049611914,9.3269608017;"{""type"": ""Point"", ""coordinates"": [9.326960801704367, 47.40496119140728]}";Kandelaberleuchte
47.4097466315,9.34033761714;"{""type"": ""Point"", ""coordinates"": [9.340337617138964, 47.40974663145791]}";Kandelaberleuchte
47.4094594118,9.3395261279;"{""type"": ""Point"", ""coordinates"": [9.339526127902442, 47.40945941180692]}";Kandelaberleuchte
47.4083955416,9.33971476965;"{""type"": ""Point"", ""coordinates"": [9.339714769649722, 47.40839554158778]}";Kandelaberleuchte
47.4085562736,9.34007587141;"{""type"": ""Point"", ""coordinates"": [9.340075871414248, 47.408556273597206]}";Kandelaberleuchte
47.4088707647,9.34090446679;"{""type"": ""Point"", ""coordinates"": [9.340904466788182, 47.40887076468326]}";Kandelaberleuchte
47.4090117511,9.34134171065;"{""type"": ""Point"", ""coordinates"": [9.34134171065063, 47.409011751124424]}";Kandelaberleuchte
47.4091476891,9.34177562249;"{""type"": ""Point"", ""coordinates"": [9.341775622491266, 47.409147689072974]}";Kandelaberleuchte
47.4095737743,9.34298467073;"{""type"": ""Point"", ""coordinates"": [9.342984670727615, 47.40957377429337]}";Kandelaberleuchte
47.408696891,9.34347373694;"{""type"": ""Point"", ""coordinates"": [9.343473736939947, 47.40869689103248]}";Kandelaberleuchte
47.4088286529,9.34386856542;"{""type"": ""Point"", ""coordinates"": [9.343868565419225, 47.40882865292333]}";Kandelaberleuchte
47.4091818194,9.34460183828;"{""type"": ""Point"", ""coordinates"": [9.344601838284271, 47.40918181939492]}";Kandelaberleuchte
47.4433438351,9.38746335355;"{""type"": ""Point"", ""coordinates"": [9.387463353545423, 47.44334383511354]}";Kandelaberleuchte
47.4269132013,9.38448700501;"{""type"": ""Point"", ""coordinates"": [9.384487005013979, 47.42691320134133]}";Kandelaberleuchte
47.4275366308,9.38402840719;"{""type"": ""Point"", ""coordinates"": [9.384028407187584, 47.42753663075209]}";Inselpfosten
47.4201126722,9.36190221415;"{""type"": ""Point"", ""coordinates"": [9.361902214146996, 47.42011267224177]}";Kandelaberleuchte
47.421272046,9.36119018701;"{""type"": ""Point"", ""coordinates"": [9.361190187012548, 47.42127204603689]}";Kandelaberleuchte
47.4211610541,9.35927639658;"{""type"": ""Point"", ""coordinates"": [9.35927639657921, 47.421161054134465]}";Kandelaberleuchte
47.4207030077,9.35942692155;"{""type"": ""Point"", ""coordinates"": [9.35942692155018, 47.420703007743455]}";Kandelaberleuchte
47.420510379,9.35961136;"{""type"": ""Point"", ""coordinates"": [9.359611360004575, 47.420510379042526]}";Kandelaberleuchte
47.4201735635,9.35908046418;"{""type"": ""Point"", ""coordinates"": [9.359080464180808, 47.420173563455194]}";Kandelaberleuchte
47.42067388,9.35997274672;"{""type"": ""Point"", ""coordinates"": [9.359972746721835, 47.42067388000204]}";Kandelaberleuchte
47.4221553811,9.36298200679;"{""type"": ""Point"", ""coordinates"": [9.36298200679496, 47.42215538107243]}";Kandelaberleuchte
47.4226446726,9.36201195547;"{""type"": ""Point"", ""coordinates"": [9.362011955471152, 47.42264467256735]}";Kandelaberleuchte
47.415570492,9.38250249274;"{""type"": ""Point"", ""coordinates"": [9.382502492735805, 47.415570491985264]}";Kandelaberleuchte
47.416991817,9.36606694569;"{""type"": ""Point"", ""coordinates"": [9.366066945685322, 47.41699181702075]}";Kandelaberleuchte
47.4173518001,9.36573673643;"{""type"": ""Point"", ""coordinates"": [9.365736736429001, 47.41735180005522]}";Kandelaberleuchte
47.416588199,9.36636691267;"{""type"": ""Point"", ""coordinates"": [9.36636691266774, 47.4165881990315]}";Beleuchtungsmast
47.4330820245,9.40041313113;"{""type"": ""Point"", ""coordinates"": [9.400413131133204, 47.43308202446736]}";Kandelaberleuchte
47.4060660274,9.30472365148;"{""type"": ""Point"", ""coordinates"": [9.304723651476973, 47.40606602741497]}";Kandelaberleuchte
47.4102236498,9.30674417813;"{""type"": ""Point"", ""coordinates"": [9.306744178129518, 47.410223649763445]}";Kandelaberleuchte
47.4115443173,9.30484420216;"{""type"": ""Point"", ""coordinates"": [9.304844202164505, 47.4115443172942]}";Kandelaberleuchte
47.4394635538,9.404772093;"{""type"": ""Point"", ""coordinates"": [9.404772093002123, 47.43946355382699]}";Kandelaberleuchte
47.4415601007,9.3967486227;"{""type"": ""Point"", ""coordinates"": [9.396748622702923, 47.44156010074712]}";Kandelaberleuchte
47.4370922489,9.38573586676;"{""type"": ""Point"", ""coordinates"": [9.385735866755844, 47.43709224892978]}";Kandelaberleuchte
47.4358715634,9.38595931722;"{""type"": ""Point"", ""coordinates"": [9.385959317216583, 47.43587156344143]}";Kandelaberleuchte
47.4090490184,9.33485464967;"{""type"": ""Point"", ""coordinates"": [9.334854649666191, 47.4090490183531]}";Kandelaberleuchte
47.4419440063,9.4014972878;"{""type"": ""Point"", ""coordinates"": [9.401497287804819, 47.44194400625842]}";Kandelaberleuchte
47.4159863305,9.39833424904;"{""type"": ""Point"", ""coordinates"": [9.398334249036763, 47.41598633050282]}";Kandelaberleuchte
47.4163682755,9.39898619716;"{""type"": ""Point"", ""coordinates"": [9.398986197157797, 47.41636827547085]}";Kandelaberleuchte
47.4161754489,9.39931417008;"{""type"": ""Point"", ""coordinates"": [9.399314170082862, 47.416175448907595]}";Kandelaberleuchte
47.4190879827,9.38117905949;"{""type"": ""Point"", ""coordinates"": [9.381179059492446, 47.41908798267416]}";Kandelaberleuchte
47.424374107,9.39009049791;"{""type"": ""Point"", ""coordinates"": [9.390090497911094, 47.42437410699288]}";Kandelaberleuchte
47.4245475791,9.38997946708;"{""type"": ""Point"", ""coordinates"": [9.389979467080375, 47.42454757914275]}";Kandelaberleuchte
47.4426874656,9.38967147734;"{""type"": ""Point"", ""coordinates"": [9.389671477336702, 47.4426874656142]}";Kandelaberleuchte
47.4417435215,9.39225343838;"{""type"": ""Point"", ""coordinates"": [9.39225343838055, 47.44174352147053]}";Kandelaberleuchte
47.4420772531,9.39026858355;"{""type"": ""Point"", ""coordinates"": [9.390268583548785, 47.4420772530882]}";Kandelaberleuchte
47.4388721777,9.38930679143;"{""type"": ""Point"", ""coordinates"": [9.38930679143025, 47.438872177657466]}";Kandelaberleuchte
47.4392917471,9.38919684572;"{""type"": ""Point"", ""coordinates"": [9.389196845723172, 47.439291747076]}";Kandelaberleuchte
47.4397251852,9.38964377858;"{""type"": ""Point"", ""coordinates"": [9.38964377858006, 47.439725185178396]}";Kandelaberleuchte
47.4402014285,9.39048346069;"{""type"": ""Point"", ""coordinates"": [9.390483460690586, 47.44020142845587]}";Kandelaberleuchte
47.4425177203,9.39415991499;"{""type"": ""Point"", ""coordinates"": [9.394159914987782, 47.44251772025197]}";Kandelaberleuchte
47.4435321515,9.39555872475;"{""type"": ""Point"", ""coordinates"": [9.395558724750899, 47.44353215147782]}";Kandelaberleuchte
47.4422863158,9.39445008625;"{""type"": ""Point"", ""coordinates"": [9.39445008624917, 47.442286315831616]}";Inselpfosten
47.4418973746,9.39373886218;"{""type"": ""Point"", ""coordinates"": [9.393738862177797, 47.44189737464718]}";Beleuchtungsmast
47.4416638421,9.38829827409;"{""type"": ""Point"", ""coordinates"": [9.388298274087875, 47.44166384205755]}";Kandelaberleuchte
47.4387098366,9.40475904234;"{""type"": ""Point"", ""coordinates"": [9.40475904233705, 47.438709836646225]}";Kandelaberleuchte
47.4385036758,9.40529359851;"{""type"": ""Point"", ""coordinates"": [9.405293598508496, 47.43850367580467]}";Kandelaberleuchte
47.4263282134,9.36362788139;"{""type"": ""Point"", ""coordinates"": [9.363627881386176, 47.426328213438765]}";Kandelaberleuchte
47.4257261739,9.36527624514;"{""type"": ""Point"", ""coordinates"": [9.365276245138704, 47.42572617392416]}";Kandelaberleuchte
47.4240812893,9.36433198264;"{""type"": ""Point"", ""coordinates"": [9.364331982639506, 47.424081289251184]}";Kandelaberleuchte
47.4084245925,9.31200413646;"{""type"": ""Point"", ""coordinates"": [9.312004136458294, 47.40842459248818]}";Kandelaberleuchte
47.406859754,9.30933481579;"{""type"": ""Point"", ""coordinates"": [9.309334815792255, 47.406859753968334]}";Kandelaberleuchte
