Geo Point;Geo Shape;TYP
47.4285624466,9.37873101282;"{""type"": ""Point"", ""coordinates"": [9.378731012821786, 47.42856244664857]}";Kandelaberleuchte
47.4343302172,9.38584812623;"{""type"": ""Point"", ""coordinates"": [9.385848126234801, 47.43433021717699]}";Kandelaberleuchte
47.4088156762,9.36581402005;"{""type"": ""Point"", ""coordinates"": [9.3658140200542, 47.4088156762032]}";Kandelaberleuchte
47.4139477761,9.36294455814;"{""type"": ""Point"", ""coordinates"": [9.362944558144603, 47.41394777607934]}";Kandelaberleuchte
47.4110286517,9.36320488893;"{""type"": ""Point"", ""coordinates"": [9.363204888925234, 47.411028651744516]}";Kandelaberleuchte
47.436175938,9.40578105427;"{""type"": ""Point"", ""coordinates"": [9.405781054268187, 47.436175938035795]}";Kandelaberleuchte
47.436319416,9.40544927378;"{""type"": ""Point"", ""coordinates"": [9.405449273781159, 47.43631941604775]}";Kandelaberleuchte
47.4382452213,9.40551363968;"{""type"": ""Point"", ""coordinates"": [9.405513639679258, 47.438245221255634]}";Kandelaberleuchte
47.437547727,9.40441094306;"{""type"": ""Point"", ""coordinates"": [9.404410943057794, 47.43754772702288]}";Kandelaberleuchte
47.4366774787,9.40799179275;"{""type"": ""Point"", ""coordinates"": [9.407991792754025, 47.436677478721194]}";Kandelaberleuchte
47.4404181524,9.39473958637;"{""type"": ""Point"", ""coordinates"": [9.394739586365603, 47.44041815240459]}";Kandelaberleuchte
47.4377545233,9.40671609841;"{""type"": ""Point"", ""coordinates"": [9.406716098410428, 47.437754523328564]}";Kandelaberleuchte
47.4254571174,9.37204042591;"{""type"": ""Point"", ""coordinates"": [9.372040425908205, 47.42545711735613]}";Beleuchtungsmast
47.4268721588,9.36792119473;"{""type"": ""Point"", ""coordinates"": [9.36792119473438, 47.4268721587976]}";Kandelaberleuchte
47.4277517876,9.37008381928;"{""type"": ""Point"", ""coordinates"": [9.370083819278703, 47.42775178763813]}";Kandelaberleuchte
47.4280036845,9.37091946823;"{""type"": ""Point"", ""coordinates"": [9.370919468227251, 47.42800368449505]}";Kandelaberleuchte
47.4253839691,9.36709045939;"{""type"": ""Point"", ""coordinates"": [9.367090459391802, 47.425383969062125]}";Kandelaberleuchte
47.4264727769,9.36989890429;"{""type"": ""Point"", ""coordinates"": [9.369898904292654, 47.42647277691178]}";Kandelaberleuchte
47.4262540929,9.36976848449;"{""type"": ""Point"", ""coordinates"": [9.369768484494495, 47.426254092928296]}";Kandelaberleuchte
47.4263281457,9.37054260785;"{""type"": ""Point"", ""coordinates"": [9.370542607850451, 47.426328145659994]}";Kandelaberleuchte
47.4274072469,9.37158676501;"{""type"": ""Point"", ""coordinates"": [9.37158676501366, 47.42740724690791]}";Kandelaberleuchte
47.4270202758,9.37165412209;"{""type"": ""Point"", ""coordinates"": [9.3716541220887, 47.42702027581335]}";Kandelaberleuchte
47.4256874549,9.36997255662;"{""type"": ""Point"", ""coordinates"": [9.369972556616641, 47.42568745491624]}";Kandelaberleuchte
47.437262193,9.37908626616;"{""type"": ""Point"", ""coordinates"": [9.379086266160268, 47.43726219298647]}";Kandelaberleuchte
47.4364748918,9.37852014267;"{""type"": ""Point"", ""coordinates"": [9.378520142673189, 47.43647489177788]}";Kandelaberleuchte
47.436864742,9.3798379686;"{""type"": ""Point"", ""coordinates"": [9.379837968601363, 47.43686474198085]}";Kandelaberleuchte
47.4381489873,9.38210593158;"{""type"": ""Point"", ""coordinates"": [9.382105931577646, 47.43814898731365]}";Kandelaberleuchte
47.4378825592,9.38183807013;"{""type"": ""Point"", ""coordinates"": [9.381838070131383, 47.43788255923815]}";Kandelaberleuchte
47.4406726076,9.37726290765;"{""type"": ""Point"", ""coordinates"": [9.377262907645141, 47.4406726076088]}";Kandelaberleuchte
47.4284413243,9.37983144048;"{""type"": ""Point"", ""coordinates"": [9.379831440476993, 47.4284413243236]}";Kandelaberleuchte
47.4288012905,9.37992556349;"{""type"": ""Point"", ""coordinates"": [9.379925563485259, 47.42880129045212]}";Kandelaberleuchte
47.4295839297,9.3809401302;"{""type"": ""Point"", ""coordinates"": [9.38094013020159, 47.42958392970259]}";Kandelaberleuchte
47.4333403811,9.40104584303;"{""type"": ""Point"", ""coordinates"": [9.40104584302854, 47.433340381074025]}";Kandelaberleuchte
47.4321086755,9.39995998987;"{""type"": ""Point"", ""coordinates"": [9.399959989865945, 47.43210867550773]}";Kandelaberleuchte
47.4399323615,9.40820385307;"{""type"": ""Point"", ""coordinates"": [9.408203853066679, 47.43993236148063]}";Kandelaberleuchte
47.4226794888,9.38106929815;"{""type"": ""Point"", ""coordinates"": [9.381069298152514, 47.422679488755165]}";Kandelaberleuchte
47.4231041484,9.3818405584;"{""type"": ""Point"", ""coordinates"": [9.381840558402544, 47.42310414840226]}";Kandelaberleuchte
47.4228431477,9.37971853591;"{""type"": ""Point"", ""coordinates"": [9.379718535905328, 47.422843147669695]}";Kandelaberleuchte
47.4225284772,9.38001986146;"{""type"": ""Point"", ""coordinates"": [9.380019861463005, 47.422528477223466]}";Kandelaberleuchte
47.422489804,9.37946577332;"{""type"": ""Point"", ""coordinates"": [9.379465773320002, 47.422489804019754]}";Kandelaberleuchte
47.4359218168,9.39601634916;"{""type"": ""Point"", ""coordinates"": [9.39601634915902, 47.43592181682143]}";Kandelaberleuchte
47.4362128206,9.39612419573;"{""type"": ""Point"", ""coordinates"": [9.39612419572659, 47.43621282056436]}";Kandelaberleuchte
47.4417711737,9.38529523437;"{""type"": ""Point"", ""coordinates"": [9.38529523436889, 47.44177117371795]}";Kandelaberleuchte
47.4415072075,9.38495751938;"{""type"": ""Point"", ""coordinates"": [9.384957519375941, 47.44150720745119]}";Kandelaberleuchte
47.4082021669,9.3350176361;"{""type"": ""Point"", ""coordinates"": [9.335017636096744, 47.408202166919985]}";Kandelaberleuchte
47.4238478496,9.35919794606;"{""type"": ""Point"", ""coordinates"": [9.35919794605519, 47.42384784960556]}";Kandelaberleuchte
47.4235976939,9.35788575866;"{""type"": ""Point"", ""coordinates"": [9.357885758658734, 47.42359769389112]}";Kandelaberleuchte
47.424379112,9.35778273169;"{""type"": ""Point"", ""coordinates"": [9.357782731687076, 47.42437911199776]}";Kandelaberleuchte
47.4072783566,9.31140259226;"{""type"": ""Point"", ""coordinates"": [9.311402592262075, 47.40727835659988]}";Kandelaberleuchte
47.4073609028,9.31218050048;"{""type"": ""Point"", ""coordinates"": [9.31218050047962, 47.407360902768346]}";Kandelaberleuchte
47.4077807688,9.31371009866;"{""type"": ""Point"", ""coordinates"": [9.31371009865934, 47.407780768790126]}";Kandelaberleuchte
47.4076384795,9.31413282695;"{""type"": ""Point"", ""coordinates"": [9.314132826952289, 47.40763847945081]}";Kandelaberleuchte
47.4346917308,9.38542014168;"{""type"": ""Point"", ""coordinates"": [9.385420141683133, 47.43469173080503]}";Kandelaberleuchte
47.4352637883,9.38523035913;"{""type"": ""Point"", ""coordinates"": [9.385230359134745, 47.43526378827435]}";Kandelaberleuchte
47.4348014431,9.38525586422;"{""type"": ""Point"", ""coordinates"": [9.385255864215798, 47.4348014430506]}";Inselpfosten
47.4412223536,9.37516104333;"{""type"": ""Point"", ""coordinates"": [9.375161043331383, 47.441222353619004]}";Kandelaberleuchte
47.4398284044,9.37508552813;"{""type"": ""Point"", ""coordinates"": [9.375085528127542, 47.43982840444667]}";Kandelaberleuchte
47.4395532165,9.37503254808;"{""type"": ""Point"", ""coordinates"": [9.375032548076664, 47.43955321647993]}";Kandelaberleuchte
47.4389772041,9.37498749241;"{""type"": ""Point"", ""coordinates"": [9.374987492406637, 47.43897720409622]}";Kandelaberleuchte
47.4406828142,9.37485016827;"{""type"": ""Point"", ""coordinates"": [9.374850168274763, 47.44068281419889]}";Kandelaberleuchte
47.4320518861,9.37776926829;"{""type"": ""Point"", ""coordinates"": [9.377769268292715, 47.43205188612808]}";Kandelaberleuchte
47.4322886833,9.3777569076;"{""type"": ""Point"", ""coordinates"": [9.377756907602043, 47.43228868333439]}";Kandelaberleuchte
47.4323103101,9.37867540158;"{""type"": ""Point"", ""coordinates"": [9.378675401584234, 47.43231031011359]}";Kandelaberleuchte
47.4328959619,9.37970305151;"{""type"": ""Point"", ""coordinates"": [9.3797030515074, 47.43289596186921]}";Kandelaberleuchte
47.4334982984,9.37840832402;"{""type"": ""Point"", ""coordinates"": [9.37840832402189, 47.433498298370374]}";Kandelaberleuchte
47.4336537981,9.3793645912;"{""type"": ""Point"", ""coordinates"": [9.379364591197056, 47.43365379812143]}";Kandelaberleuchte
47.4335579423,9.37978378755;"{""type"": ""Point"", ""coordinates"": [9.379783787550814, 47.43355794226915]}";Kandelaberleuchte
47.4333898998,9.37931281592;"{""type"": ""Point"", ""coordinates"": [9.379312815921788, 47.43338989982052]}";Kandelaberleuchte
47.4314172665,9.37687948743;"{""type"": ""Point"", ""coordinates"": [9.376879487431687, 47.43141726649793]}";Kandelaberleuchte
47.4308020388,9.3758667053;"{""type"": ""Point"", ""coordinates"": [9.37586670529502, 47.43080203883058]}";Kandelaberleuchte
47.4275366731,9.38058337216;"{""type"": ""Point"", ""coordinates"": [9.380583372159386, 47.42753667314192]}";Kandelaberleuchte
47.4273304489,9.38086704062;"{""type"": ""Point"", ""coordinates"": [9.380867040616232, 47.42733044887736]}";Kandelaberleuchte
47.4289119809,9.38371674599;"{""type"": ""Point"", ""coordinates"": [9.383716745986664, 47.4289119809193]}";Kandelaberleuchte
47.4147129629,9.36501487068;"{""type"": ""Point"", ""coordinates"": [9.365014870684647, 47.41471296290711]}";Kandelaberleuchte
47.4148267649,9.3626810587;"{""type"": ""Point"", ""coordinates"": [9.36268105869797, 47.41482676492943]}";Kandelaberleuchte
47.4140438288,9.36489847424;"{""type"": ""Point"", ""coordinates"": [9.364898474238222, 47.41404382883933]}";Kandelaberleuchte
47.4143083984,9.365054986;"{""type"": ""Point"", ""coordinates"": [9.365054985995105, 47.41430839842137]}";Kandelaberleuchte
47.4133189677,9.36616912921;"{""type"": ""Point"", ""coordinates"": [9.366169129209885, 47.41331896774284]}";Kandelaberleuchte
47.4133002325,9.36584791179;"{""type"": ""Point"", ""coordinates"": [9.365847911792825, 47.41330023252197]}";Kandelaberleuchte
47.4135994212,9.36647521084;"{""type"": ""Point"", ""coordinates"": [9.36647521083687, 47.41359942121191]}";Kandelaberleuchte
47.4127914045,9.36448127743;"{""type"": ""Point"", ""coordinates"": [9.364481277425309, 47.4127914045383]}";Beleuchtungsmast
47.4124086999,9.36328891891;"{""type"": ""Point"", ""coordinates"": [9.363288918912765, 47.41240869991522]}";Kandelaberleuchte
47.4133863883,9.363448151;"{""type"": ""Point"", ""coordinates"": [9.36344815100027, 47.413386388288494]}";Kandelaberleuchte
47.4127702551,9.36827526521;"{""type"": ""Point"", ""coordinates"": [9.368275265214654, 47.41277025510699]}";Kandelaberleuchte
47.4276573362,9.37381387455;"{""type"": ""Point"", ""coordinates"": [9.373813874551873, 47.42765733615982]}";Kandelaberleuchte
47.4294284818,9.37462759044;"{""type"": ""Point"", ""coordinates"": [9.374627590437342, 47.4294284818248]}";Kandelaberleuchte
47.4078740238,9.33423059995;"{""type"": ""Point"", ""coordinates"": [9.334230599951212, 47.40787402375265]}";Kandelaberleuchte
47.407926621,9.334394964;"{""type"": ""Point"", ""coordinates"": [9.33439496399607, 47.407926620985414]}";Kandelaberleuchte
47.4212263755,9.38107319346;"{""type"": ""Point"", ""coordinates"": [9.381073193456704, 47.42122637549163]}";Kandelaberleuchte
47.4221244104,9.38021424451;"{""type"": ""Point"", ""coordinates"": [9.38021424450958, 47.42212441037148]}";Kandelaberleuchte
47.4228861297,9.3816574132;"{""type"": ""Point"", ""coordinates"": [9.381657413199346, 47.422886129742366]}";Kandelaberleuchte
47.4232070061,9.38216283276;"{""type"": ""Point"", ""coordinates"": [9.38216283275592, 47.42320700609742]}";Kandelaberleuchte
47.4200097003,9.38518431439;"{""type"": ""Point"", ""coordinates"": [9.385184314393172, 47.42000970033337]}";Kandelaberleuchte
47.4192130587,9.38349926517;"{""type"": ""Point"", ""coordinates"": [9.38349926516514, 47.41921305871745]}";Kandelaberleuchte
47.4144033262,9.38813408704;"{""type"": ""Point"", ""coordinates"": [9.388134087037889, 47.414403326181976]}";Kandelaberleuchte
47.4143626859,9.38862469996;"{""type"": ""Point"", ""coordinates"": [9.388624699956875, 47.41436268589503]}";Kandelaberleuchte
47.4216458335,9.37662678505;"{""type"": ""Point"", ""coordinates"": [9.376626785052151, 47.42164583348201]}";Kandelaberleuchte
47.4397185882,9.3859525914;"{""type"": ""Point"", ""coordinates"": [9.38595259140384, 47.43971858815578]}";Kandelaberleuchte
47.4057620477,9.30464394179;"{""type"": ""Point"", ""coordinates"": [9.304643941790065, 47.40576204768142]}";Kandelaberleuchte
47.4066384714,9.3068366983;"{""type"": ""Point"", ""coordinates"": [9.306836698298138, 47.40663847144882]}";Kandelaberleuchte
47.4063808988,9.30666791945;"{""type"": ""Point"", ""coordinates"": [9.306667919450696, 47.4063808987585]}";Kandelaberleuchte
47.4059668454,9.30594599544;"{""type"": ""Point"", ""coordinates"": [9.305945995438313, 47.405966845448866]}";Kandelaberleuchte
47.4058841289,9.3062983437;"{""type"": ""Point"", ""coordinates"": [9.306298343702673, 47.40588412893509]}";Kandelaberleuchte
47.4056382928,9.30610864463;"{""type"": ""Point"", ""coordinates"": [9.30610864462647, 47.4056382927669]}";Kandelaberleuchte
47.4108854294,9.30382388686;"{""type"": ""Point"", ""coordinates"": [9.303823886861357, 47.41088542943843]}";Kandelaberleuchte
47.411096351,9.30408450844;"{""type"": ""Point"", ""coordinates"": [9.304084508439328, 47.41109635098819]}";Kandelaberleuchte
47.4057852294,9.30552064913;"{""type"": ""Point"", ""coordinates"": [9.30552064912815, 47.40578522938379]}";Kandelaberleuchte
47.4085173827,9.33349297653;"{""type"": ""Point"", ""coordinates"": [9.333492976532893, 47.408517382706584]}";Kandelaberleuchte
47.4090273372,9.33312486699;"{""type"": ""Point"", ""coordinates"": [9.333124866993783, 47.40902733716838]}";Kandelaberleuchte
47.419687812,9.38361170824;"{""type"": ""Point"", ""coordinates"": [9.383611708235291, 47.41968781202741]}";Kandelaberleuchte
47.4198072695,9.38233661643;"{""type"": ""Point"", ""coordinates"": [9.3823366164255, 47.419807269463924]}";Kandelaberleuchte
47.4192410295,9.3825004868;"{""type"": ""Point"", ""coordinates"": [9.382500486799636, 47.41924102950465]}";Kandelaberleuchte
47.4187027569,9.38285919851;"{""type"": ""Point"", ""coordinates"": [9.382859198513398, 47.41870275693347]}";Kandelaberleuchte
47.4260936269,9.3920535115;"{""type"": ""Point"", ""coordinates"": [9.392053511496476, 47.42609362686242]}";Kandelaberleuchte
47.4262442368,9.39112219731;"{""type"": ""Point"", ""coordinates"": [9.39112219730732, 47.42624423677939]}";Kandelaberleuchte
47.4251126206,9.38954135018;"{""type"": ""Point"", ""coordinates"": [9.389541350182427, 47.42511262060288]}";Kandelaberleuchte
47.4252173504,9.39032854635;"{""type"": ""Point"", ""coordinates"": [9.390328546350226, 47.425217350445756]}";Kandelaberleuchte
47.4406733136,9.39420134856;"{""type"": ""Point"", ""coordinates"": [9.39420134855935, 47.440673313625524]}";Kandelaberleuchte
47.4383869767,9.39014108626;"{""type"": ""Point"", ""coordinates"": [9.390141086257517, 47.438386976699356]}";Kandelaberleuchte
47.4408316507,9.39283819313;"{""type"": ""Point"", ""coordinates"": [9.392838193128146, 47.440831650694896]}";Beleuchtungsmast
47.4393319321,9.39333189855;"{""type"": ""Point"", ""coordinates"": [9.393331898545659, 47.43933193209814]}";Kandelaberleuchte
47.4404627674,9.40252780075;"{""type"": ""Point"", ""coordinates"": [9.402527800745682, 47.44046276735991]}";Kandelaberleuchte
47.4405227991,9.40297285781;"{""type"": ""Point"", ""coordinates"": [9.40297285781292, 47.44052279912753]}";Kandelaberleuchte
47.4407764703,9.40261836304;"{""type"": ""Point"", ""coordinates"": [9.402618363039366, 47.44077647034483]}";Kandelaberleuchte
47.4343297338,9.39193426387;"{""type"": ""Point"", ""coordinates"": [9.391934263874507, 47.434329733789376]}";Kandelaberleuchte
47.4330161894,9.38339756539;"{""type"": ""Point"", ""coordinates"": [9.383397565387606, 47.433016189435705]}";Inselpfosten
47.4316503472,9.39166664577;"{""type"": ""Point"", ""coordinates"": [9.391666645773336, 47.43165034719322]}";Kandelaberleuchte
47.4325889893,9.39225178284;"{""type"": ""Point"", ""coordinates"": [9.392251782838343, 47.43258898933951]}";Kandelaberleuchte
47.431936723,9.39424274488;"{""type"": ""Point"", ""coordinates"": [9.394242744876234, 47.4319367230319]}";Kandelaberleuchte
47.4337534841,9.39635243577;"{""type"": ""Point"", ""coordinates"": [9.396352435767472, 47.433753484057696]}";Kandelaberleuchte
47.4336245867,9.39528758093;"{""type"": ""Point"", ""coordinates"": [9.39528758092696, 47.43362458670399]}";Kandelaberleuchte
47.4333374389,9.39433781475;"{""type"": ""Point"", ""coordinates"": [9.394337814746345, 47.43333743891707]}";Kandelaberleuchte
47.432858637,9.39583976014;"{""type"": ""Point"", ""coordinates"": [9.395839760135848, 47.432858637049335]}";Kandelaberleuchte
47.4332588188,9.39520308977;"{""type"": ""Point"", ""coordinates"": [9.39520308977099, 47.43325881882674]}";Kandelaberleuchte
47.4343348271,9.39412434159;"{""type"": ""Point"", ""coordinates"": [9.394124341587803, 47.4343348271042]}";Kandelaberleuchte
47.4344924252,9.39452420709;"{""type"": ""Point"", ""coordinates"": [9.394524207090946, 47.43449242524682]}";Kandelaberleuchte
47.4338844945,9.39677429117;"{""type"": ""Point"", ""coordinates"": [9.396774291170688, 47.43388449449986]}";Kandelaberleuchte
47.4262025958,9.37136369632;"{""type"": ""Point"", ""coordinates"": [9.371363696317648, 47.426202595839854]}";Kandelaberleuchte
47.42436044,9.36787081213;"{""type"": ""Point"", ""coordinates"": [9.367870812125851, 47.4243604400447]}";Kandelaberleuchte
47.4252755785,9.36785841738;"{""type"": ""Point"", ""coordinates"": [9.367858417376368, 47.42527557848473]}";Kandelaberleuchte
47.4286919825,9.37285600177;"{""type"": ""Point"", ""coordinates"": [9.372856001773414, 47.42869198248564]}";Kandelaberleuchte
